School Name,School State,School Ownership,Mean Earnings (6 Yrs after Entry),Std. Deviation Earning (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Std. Deviation Earning (10 Yrs after Entry),150% Completion Rate at 4Yr (%),Retention Rate 4Yr (%)
Saint Leo University,FL,Private NonProfit,39200.0,27300.0,50500.0,36700.0,40.0,71.8
Argosy University-Sarasota,FL,Private ForProfit,34100.0,26000.0,45700.0,34300.0,0.0,100.0
Troy University,AL,Public,34300.0,29300.0,41100.0,33300.0,37.46,74.3
Huntingdon College,AL,Private NonProfit,34600.0,21200.0,43600.0,30300.0,38.75,61.51
Miles College,AL,Private NonProfit,23100.0,15300.0,29500.0,20100.0,16.619999999999994,55.56
Oakwood University,AL,Private NonProfit,25800.0,19900.0,37400.0,33800.0,47.03,74.18
Talladega College,AL,Private NonProfit,24200.0,21100.0,23900.0,16600.0,43.13,56.56
Lyon College,AR,Private NonProfit,31400.0,18800.0,44800.0,36500.0,39.39,66.19
Arkansas State University-Main Campus,AR,Public,30900.0,30300.0,36600.0,27700.0,45.45,75.0
Azusa Pacific University,CA,Private NonProfit,48300.0,35000.0,55900.0,45100.0,70.22,86.06
Academy of Art University,CA,Private ForProfit,32800.0,29600.0,47300.0,43500.0,36.76,70.88
University of the Ozarks,AR,Private NonProfit,28700.0,18300.0,38600.0,25800.0,41.67,73.33
Chapman University,CA,Private NonProfit,46900.0,31700.0,56600.0,36800.0,78.86,89.14999999999998
California State University-Los Angeles,CA,Public,37200.0,25300.0,49900.0,33100.0,45.7,79.03
University of California-Berkeley,CA,Public,57600.0,50800.0,79000.0,72200.0,91.72,96.84
University of California-Los Angeles,CA,Public,52000.0,50400.0,73200.0,62200.0,91.15,96.86
University of California-Santa Barbara,CA,Public,42800.0,29300.0,62400.0,50700.0,82.31,92.53
Dominican University of California,CA,Private NonProfit,54200.0,38100.0,63600.0,51300.0,71.89,86.33
Holy Names University,CA,Private NonProfit,49000.0,39400.0,57600.0,42600.0,44.64,73.95
Argosy University-The Art Institute of California-San Francisco,CA,Private ForProfit,34100.0,26000.0,45700.0,34300.0,30.77,47.89
Strayer University-Maryland,MD,Private ForProfit,38400.0,29300.0,53500.0,39800.0,0.0,45.71
Louisiana College,LA,Private NonProfit,35400.0,22700.0,48300.0,32200.0,35.4,49.76
Johns Hopkins University,MD,Private NonProfit,68000.0,50800.0,89300.0,71400.0,92.44,96.41
Emerson College,MA,Private NonProfit,38700.0,22700.0,51200.0,36900.0,80.46,87.42
Boston University,MA,Private NonProfit,52800.0,34800.0,75900.0,61500.0,86.52,93.38
Wellesley College,MA,Private NonProfit,48600.0,34000.0,71800.0,60500.0,90.97,96.29
Regis College,MA,Private NonProfit,40500.0,25500.0,56800.0,53800.0,53.59,78.33
University of Massachusetts-Boston,MA,Public,42600.0,27200.0,53700.0,43100.0,45.08,79.49000000000002
Massachusetts Maritime Academy,MA,Public,75200.0,46300.0,96000.0,54700.0,75.63,87.07000000000002
Smith College,MA,Private NonProfit,37400.0,27100.0,51100.0,40000.0,88.89,93.76
Massachusetts College of Liberal Arts,MA,Public,30100.0,16900.0,38300.0,24500.0,53.28000000000001,78.81
Adrian College,MI,Private NonProfit,34000.0,20700.0,42800.0,26800.0,53.11,69.42
Hamline University,MN,Private NonProfit,42800.0,25100.0,55500.0,45300.0,58.99,79.22
Carleton College,MN,Private NonProfit,43400.0,30200.0,67900.0,58100.0,92.17,96.13
University of Minnesota-Crookston,MN,Public,42500.0,28000.0,49100.0,29600.0,54.40000000000001,75.66000000000003
St Catherine University,MN,Private NonProfit,44300.0,24700.0,51100.0,29800.0,58.67,80.9
Crown College,MN,Private NonProfit,33400.0,22500.0,40100.0,29400.0,47.97,67.33
Oak Hills Christian College,MN,Private NonProfit,23900.0,13400.0,31700.0,22200.0,43.33,50.0
Columbia College,MO,Private NonProfit,36300.0,24600.0,43000.0,29900.0,30.72,57.19
Avila University,MO,Private NonProfit,39900.0,22000.0,49700.0,44900.0,45.18,65.35
Mississippi University for Women,MS,Public,33100.0,22500.0,38900.0,26000.0,46.23,59.23
Lindenwood University,MO,Private NonProfit,37900.0,24200.0,47000.0,32900.0,49.32,70.25
University of Central Missouri,MO,Public,35100.0,20900.0,42600.0,36800.0,52.78,70.75
Fontbonne University,MO,Private NonProfit,36200.0,22600.0,46300.0,31400.0,51.66,80.34
University of Missouri-Kansas City,MO,Public,44400.0,31700.0,57200.0,51800.0,48.6,74.92999999999998
Truman State University,MO,Public,36000.0,18300.0,50500.0,34300.0,71.75,87.33999999999997
University of Nebraska at Kearney,NE,Public,36300.0,19900.0,45800.0,36600.0,56.94000000000001,83.57
Franklin Pierce University,NH,Private NonProfit,37500.0,23200.0,45000.0,39400.0,42.86,62.11
Clarkson College,NE,Private NonProfit,48800.0,21700.0,52900.0,30200.0,46.15000000000001,76.92
Chadron State College,NE,Public,35700.0,30100.0,43000.0,44000.0,43.23,64.16
Western Washington University,WA,Public,37400.0,24300.0,50600.0,35600.0,69.47,82.11
Whitman College,WA,Private NonProfit,36300.0,24300.0,59400.0,44300.0,87.71,93.68
Maranatha Baptist University,WI,Private NonProfit,32400.0,20700.0,38700.0,30600.0,51.67,72.32
University of Wisconsin-Madison,WI,Public,49600.0,36200.0,68000.0,56200.0,84.93,95.4
Bellin College,WI,Private NonProfit,54700.0,18200.0,62100.0,27200.0,54.05,64.29
University of Wisconsin-River Falls,WI,Public,36700.0,18900.0,44900.0,27300.0,53.90000000000001,73.72999999999998
University of Guam,GU,Public,25700.0,19000.0,33300.0,22400.0,30.41,75.51
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,Public,13300.0,12400.0,20600.0,19700.0,30.77,92.31
Universidad Adventista de las Antillas,PR,Private NonProfit,22200.0,20100.0,27300.0,21200.0,31.97,76.64
Stanford University,CA,Private NonProfit,92800.0,98100.0,141300.0,156700.0,93.9,98.02
Universidad Politecnica de Puerto Rico,PR,Private NonProfit,26600.0,20600.0,36300.0,27500.0,25.4,85.45
Kaplan University-Davenport Campus,IA,Private ForProfit,29100.0,24500.0,40100.0,33500.0,34.67,33.33
Caribbean University-Ponce,PR,Private NonProfit,18400.0,17100.0,21400.0,17100.0,27.04,65.0
Hodges University,FL,Private NonProfit,31600.0,26300.0,43600.0,36900.0,24.58,31.97
Lewis-Clark State College,ID,Public,33700.0,24100.0,38200.0,26000.0,30.37,57.87
Shorter University,GA,Private NonProfit,36600.0,25700.0,50100.0,38300.0,37.22,59.46
Wesleyan College,GA,Private NonProfit,27800.0,16200.0,37600.0,36100.0,57.69,70.59
Chicago State University,IL,Public,32200.0,22800.0,38200.0,26200.0,16.439999999999998,52.47000000000001
Eastern Illinois University,IL,Public,35500.0,19800.0,46000.0,27900.0,57.33000000000001,71.3
Elmhurst College,IL,Private NonProfit,42700.0,24500.0,51600.0,31200.0,68.89999999999999,84.1
Purdue University-Calumet Campus,IN,Public,35700.0,26400.0,43000.0,29600.0,31.81,65.31
Central College,IA,Private NonProfit,37300.0,18100.0,48400.0,27400.0,64.92999999999999,79.5
University of Northern Iowa,IA,Public,39600.0,19700.0,49700.0,33900.0,65.05,85.86
Cornell College,IA,Private NonProfit,34500.0,21400.0,45400.0,29200.0,67.93,77.9
Saint Ambrose University,IA,Private NonProfit,41500.0,22600.0,50500.0,30300.0,62.93,77.08
Loras College,IA,Private NonProfit,38200.0,16900.0,50200.0,29200.0,70.77,79.43
Washburn University,KS,Public,36100.0,26600.0,43500.0,29700.0,34.44,71.86
Wichita State University,KS,Public,38900.0,28600.0,45400.0,32800.0,46.0,72.36
University of Saint Mary,KS,Private NonProfit,41900.0,23700.0,42500.0,26700.0,33.58,71.11
Central Christian College of Kansas,KS,Private NonProfit,30400.0,20300.0,34800.0,22800.0,29.82,48.28
Centre College,KY,Private NonProfit,38500.0,26600.0,53800.0,41000.0,86.24000000000002,93.32
Newman University,KS,Private NonProfit,39500.0,23600.0,47900.0,36100.0,50.51,73.89
Transylvania University,KY,Private NonProfit,34400.0,21100.0,50100.0,27200.0,74.59,86.41
University of Pikeville,KY,Private NonProfit,32100.0,25800.0,39000.0,37700.0,27.48,56.23
Georgetown College,KY,Private NonProfit,32500.0,19700.0,50500.0,38900.0,57.14,66.31
Embry-Riddle Aeronautical University-Worldwide,FL,Private NonProfit,51400.0,31400.0,70300.0,44700.0,25.11,61.53999999999999
Stevens-Henager College,UT,Private NonProfit,27200.0,20900.0,34000.0,26700.0,18.01,45.21
The Art Institute of Phoenix,AZ,Private ForProfit,27900.0,19200.0,31400.0,20300.0,37.85,57.03
Northwestern State University of Louisiana,LA,Public,35700.0,28900.0,39600.0,30500.0,35.32,70.00999999999999
Southeastern Louisiana University,LA,Public,34600.0,25500.0,42800.0,31700.0,39.85,62.48
Dillard University,LA,Private NonProfit,27600.0,18300.0,37900.0,24300.0,38.93,71.61999999999998
Louisiana State University-Alexandria,LA,Public,33000.0,22000.0,36300.0,25400.0,26.06,55.7
University of Louisiana at Lafayette,LA,Public,37200.0,35600.0,46400.0,37500.0,45.47,74.66000000000003
Tulane University of Louisiana,LA,Private NonProfit,48400.0,39400.0,86300.0,91700.0,83.3,91.51
University of Holy Cross,LA,Private NonProfit,38700.0,29800.0,40700.0,24400.0,27.78,75.36
Texas College,TX,Private NonProfit,24600.0,18200.0,28000.0,23000.0,17.68,51.08000000000001
Rabbinical College of Ohr Shimon Yisroel,NY,Private NonProfit,15800.0,13900.0,20000.0,18500.0,40.0,52.63
American University of Health Sciences,CA,Private ForProfit,54900.0,32100.0,37800.0,33300.0,100.0,100.0
Strayer University-North Carolina,NC,Private ForProfit,38400.0,29300.0,53500.0,39800.0,0.0,40.0
West Coast University-Orange County,CA,Private ForProfit,71900.0,35500.0,67700.0,42100.0,73.33,77.78
West Coast University-Ontario,CA,Private ForProfit,71900.0,35500.0,67700.0,42100.0,50.0,80.0
South University-Richmond,VA,Private ForProfit,32500.0,27000.0,40200.0,31500.0,21.21,54.55
Strayer University-Georgia,GA,Private ForProfit,38400.0,29300.0,53500.0,39800.0,26.67,38.18
The Art Institute of Virginia Beach,VA,Private ForProfit,27100.0,21400.0,36000.0,27500.0,36.84,53.33
DeVry University-Virginia,VA,Private ForProfit,37600.0,28600.0,50300.0,37800.0,27.14,0.0
DeVry College of New York,NY,Private ForProfit,37600.0,28600.0,50300.0,37800.0,17.78,58.06
University of North Georgia,GA,Public,37300.0,21200.0,46200.0,30100.0,27.83,79.06
DeVry University-Colorado,CO,Private ForProfit,37600.0,28600.0,50300.0,37800.0,10.91,100.0
DeVry University-Florida,FL,Private ForProfit,37600.0,28600.0,50300.0,37800.0,28.45,62.5
Augusta University,GA,Public,52300.0,24700.0,70600.0,46000.0,26.37,74.58
Remington College-Heathrow Campus,FL,Private NonProfit,23400.0,15800.0,28100.0,17800.0,37.5,36.67
University of Phoenix-Arizona,AZ,Private ForProfit,34200.0,29400.0,54900.0,43400.0,16.2,30.89
University of Phoenix-Colorado,CO,Private ForProfit,34200.0,29400.0,54900.0,43400.0,18.4,100.0
University of Phoenix-North Carolina,NC,Private ForProfit,34200.0,29400.0,54900.0,43400.0,12.81,27.27
University of Phoenix-Texas,TX,Private ForProfit,34200.0,29400.0,54900.0,43400.0,16.669999999999998,39.290000000000006
University of Phoenix-Pennsylvania,PA,Private ForProfit,34200.0,29400.0,54900.0,43400.0,9.41,61.53999999999999
University of Phoenix-Nevada,NV,Private ForProfit,34200.0,29400.0,54900.0,43400.0,15.82,22.22
Pennsylvania State University-World Campus,PA,Public,43600.0,27400.0,57200.0,41900.0,25.0,59.34
Arizona State University-Downtown Phoenix,AZ,Public,42200.0,29100.0,55500.0,44200.0,67.22,84.36
The Art Institute of Tennessee-Nashville,TN,Private ForProfit,27100.0,21400.0,36000.0,27500.0,32.48,53.6
Northpoint Bible College,MA,Private NonProfit,25000.0,17900.0,33500.0,20900.0,53.33,60.34
University of Phoenix-New Jersey,NJ,Private ForProfit,34200.0,29400.0,54900.0,43400.0,15.44,100.0
National University College-Ponce,PR,Private ForProfit,18600.0,15900.0,20900.0,20800.0,34.82,57.99999999999999
DeVry University-Indiana,IN,Private ForProfit,37600.0,28600.0,50300.0,37800.0,15.79,40.0
DeVry University-New Jersey,NJ,Private ForProfit,37600.0,28600.0,50300.0,37800.0,31.17,66.0
University of South Florida-St Petersburg,FL,Public,39400.0,27400.0,48500.0,35200.0,36.4,70.27
University of Minnesota-Rochester,MN,Public,46000.0,31300.0,61200.0,49600.0,55.43,77.27000000000002
Polytechnic University of Puerto Rico-Orlando,FL,Private NonProfit,26600.0,20600.0,36300.0,27500.0,14.29,50.0
The Art Institute of Michigan,MI,Private ForProfit,29400.0,19300.0,38200.0,27400.0,31.72,62.92
The Art Institute of Austin,TX,Private ForProfit,30400.0,22300.0,39100.0,29900.0,27.33,56.25
Argosy University-Salt Lake City,UT,Private ForProfit,34100.0,26000.0,45700.0,34300.0,14.29,66.67
Chamberlain University-Ohio,OH,Private ForProfit,69800.0,34800.0,60400.0,33500.0,30.0,66.67
American Public University System,WV,Private ForProfit,49200.0,36300.0,67000.0,42200.0,35.51000000000001,75.86
Argosy University-Inland Empire,CA,Private ForProfit,34100.0,26000.0,45700.0,34300.0,0.0,0.0
DigiPen Institute of Technology,WA,Private ForProfit,60900.0,69900.0,82400.0,47100.0,39.69,72.0
American InterContinental University-Houston,TX,Private ForProfit,33200.0,28100.0,45200.0,39600.0,27.78,39.39
Embry-Riddle Aeronautical University-Prescott,AZ,Private NonProfit,51400.0,31400.0,70300.0,44700.0,62.5,84.28
New Hampshire Institute of Art,NH,Private NonProfit,25000.0,18400.0,28900.0,20500.0,47.97,75.27000000000002
Universidad Pentecostal Mizpa,PR,Private NonProfit,21900.0,31000.0,22800.0,21000.0,23.08,80.0
Argosy University-The Art Institute of California-Orange County,CA,Private ForProfit,34100.0,26000.0,45700.0,34300.0,35.41000000000001,54.35
College of Biblical Studies-Houston,TX,Private NonProfit,35500.0,30500.0,42800.0,35600.0,33.33,66.67
Crossroads Bible College,IN,Private NonProfit,34700.0,30600.0,32700.0,23300.0,13.64,42.86
Florida Gulf Coast University,FL,Public,36500.0,21100.0,45800.0,30200.0,45.65,78.97
Endicott College,MA,Private NonProfit,45100.0,21700.0,56200.0,38200.0,80.33,85.97
St. John's College,MD,Private NonProfit,31600.0,23200.0,42000.0,32700.0,76.32,82.35
Babson College,MA,Private NonProfit,77000.0,51600.0,113300.0,108100.0,90.82,95.08
Gordon College,MA,Private NonProfit,36300.0,20600.0,47700.0,40100.0,70.39999999999998,86.21
Stevenson University,MD,Private NonProfit,43800.0,23600.0,54600.0,32000.0,52.91,75.44
Washington College,MD,Private NonProfit,40700.0,21800.0,56500.0,39400.0,73.16,86.45
McDaniel College,MD,Private NonProfit,36400.0,19800.0,54000.0,50800.0,67.65,78.57
Becker College,MA,Private NonProfit,38100.0,23900.0,49400.0,32500.0,35.06,68.08999999999999
Bentley University,MA,Private NonProfit,67000.0,32500.0,95400.0,60700.0,88.67,93.54
Springfield College,MA,Private NonProfit,40700.0,23800.0,48500.0,28800.0,69.56,83.88
Merrimack College,MA,Private NonProfit,47000.0,25100.0,62200.0,34600.0,72.6,81.86
Stonehill College,MA,Private NonProfit,50800.0,25400.0,66800.0,36900.0,79.64,92.38
Mount Holyoke College,MA,Private NonProfit,36800.0,22900.0,53900.0,34000.0,83.86,90.63
Salem State University,MA,Public,39300.0,26000.0,47100.0,30800.0,51.89,79.11
MCPHS University,MA,Private NonProfit,82200.0,43900.0,106500.0,47800.0,77.92999999999998,85.28
Massachusetts Institute of Technology,MA,Private NonProfit,99600.0,88000.0,153600.0,170800.0,92.76,98.28
Worcester State University,MA,Public,41000.0,24000.0,52400.0,42700.0,55.78999999999999,77.86
Calvin College,MI,Private NonProfit,38900.0,22600.0,48700.0,32100.0,76.53,84.8
Finlandia University,MI,Private NonProfit,29300.0,20700.0,38700.0,40600.0,28.65,45.86
Concordia College at Moorhead,MN,Private NonProfit,39700.0,20200.0,49000.0,30300.0,73.44000000000003,84.42
Metropolitan State University,MN,Public,44600.0,26200.0,51700.0,31900.0,41.67,71.23
University of Minnesota-Twin Cities,MN,Public,46000.0,31300.0,61200.0,49600.0,78.38000000000002,93.03
University of Minnesota-Duluth,MN,Public,40900.0,21900.0,56300.0,47900.0,59.41,78.36
Saint Cloud State University,MN,Public,38000.0,20000.0,48600.0,29400.0,45.29,69.13
Jackson State University,MS,Public,27800.0,18600.0,33700.0,23400.0,37.54,70.7
Millsaps College,MS,Private NonProfit,39400.0,26400.0,54500.0,36200.0,71.56,81.53
Kansas City Art Institute,MO,Private NonProfit,26300.0,15100.0,33200.0,21200.0,58.29,80.82000000000002
Cox College,MO,Private NonProfit,41100.0,23700.0,42700.0,23500.0,33.33,40.0
Calvary University,MO,Private NonProfit,30900.0,22500.0,39200.0,26800.0,67.86,51.85
Mississippi College,MS,Private NonProfit,34500.0,21800.0,44900.0,32400.0,59.43000000000001,80.96
Evangel University,MO,Private NonProfit,32800.0,22400.0,40900.0,29500.0,54.89000000000001,75.97
Maryville University of Saint Louis,MO,Private NonProfit,44100.0,26000.0,51100.0,33300.0,74.85000000000002,86.35000000000002
Southwest Baptist University,MO,Private NonProfit,31000.0,19600.0,37400.0,26000.0,48.05,69.27
Carroll College,MT,Private NonProfit,40900.0,24600.0,49200.0,30100.0,65.68,78.55
Montana Tech of the University of Montana,MT,Public,48100.0,38400.0,52100.0,44900.0,46.1,75.87
The University of Montana,MT,Public,33900.0,30400.0,43300.0,41200.0,44.97,69.21000000000001
Dartmouth College,NH,Private NonProfit,74600.0,74900.0,110200.0,116600.0,96.57,96.4
Wayne State College,NE,Public,33700.0,17300.0,40300.0,25500.0,47.86,66.51
York College,NE,Private NonProfit,29400.0,15700.0,39000.0,26700.0,48.85,52.73
Midland University,NE,Private NonProfit,39400.0,30000.0,44400.0,29700.0,46.49,63.87000000000001
University of North Dakota,ND,Public,45400.0,26300.0,57800.0,48100.0,55.38,79.69000000000003
University of Jamestown,ND,Private NonProfit,39600.0,20700.0,49600.0,52900.0,49.5,76.62
Cleveland Institute of Art,OH,Private NonProfit,32900.0,22300.0,41600.0,28800.0,63.4,82.14
The University of Findlay,OH,Private NonProfit,44200.0,30800.0,49100.0,32500.0,63.58000000000001,79.9
Franklin University,OH,Private NonProfit,42600.0,27400.0,53800.0,37000.0,12.0,45.45
Gods Bible School and College,OH,Private NonProfit,22700.0,15000.0,24800.0,18500.0,43.14,71.11
Mount Carmel College of Nursing,OH,Private NonProfit,54900.0,23200.0,58100.0,27800.0,73.24000000000002,84.09
Columbus College of Art and Design,OH,Private NonProfit,30300.0,19200.0,39800.0,31400.0,61.31,79.42
Mount Saint Joseph University,OH,Private NonProfit,36100.0,20300.0,44600.0,29300.0,52.49,72.61999999999998
Lake Erie College,OH,Private NonProfit,32500.0,19100.0,40600.0,26500.0,44.53,69.95
Denison University,OH,Private NonProfit,41600.0,23600.0,57600.0,40800.0,80.25999999999998,88.55
Miami University-Hamilton,OH,Public,40800.0,28100.0,55400.0,46100.0,23.26,67.7
Union Institute & University,OH,Private NonProfit,64200.0,50900.0,55000.0,46400.0,7.1400000000000015,50.0
Ursuline College,OH,Private NonProfit,43700.0,23300.0,50400.0,29200.0,51.81,70.17999999999999
Northeastern State University,OK,Public,33500.0,22200.0,41000.0,31300.0,27.19,64.52
Oregon Institute of Technology,OR,Public,52900.0,27600.0,57800.0,34100.0,46.85,75.31
Oregon College of Art and Craft,OR,Private NonProfit,19800.0,13000.0,32100.0,29000.0,50.0,68.75
Western Oregon University,OR,Public,33300.0,19400.0,43400.0,29300.0,38.88,74.09
Keystone College,PA,Private NonProfit,28900.0,19000.0,36800.0,23200.0,42.44,66.36
Kutztown University of Pennsylvania,PA,Public,34200.0,18600.0,43900.0,27000.0,54.8,72.89
Hussian College School of Art,PA,Private ForProfit,24800.0,25200.0,36800.0,21100.0,38.46,100.0
Lehigh University,PA,Private NonProfit,67300.0,43700.0,94100.0,74800.0,88.82,94.53
Dickinson College,PA,Private NonProfit,45300.0,25600.0,64100.0,46900.0,84.17,89.71000000000002
Geneva College,PA,Private NonProfit,35600.0,21200.0,43300.0,30500.0,66.02,81.16
Misericordia University,PA,Private NonProfit,45100.0,23100.0,54400.0,29200.0,74.4,82.26
Temple University,PA,Public,42200.0,31300.0,59000.0,50000.0,70.87,89.96
Maine Maritime Academy,ME,Public,82000.0,49600.0,107200.0,71200.0,62.13,85.92
Morgan State University,MD,Public,30300.0,20100.0,42600.0,26600.0,32.28,70.49
Hood College,MD,Private NonProfit,37500.0,22800.0,49400.0,33600.0,64.53,80.93
University of Baltimore,MD,Public,45100.0,31000.0,63400.0,41600.0,36.13,72.26
Fitchburg State University,MA,Public,37700.0,21400.0,47400.0,27300.0,53.95,74.9
Framingham State University,MA,Public,38100.0,22600.0,49000.0,30000.0,54.66,74.02
Towson University,MD,Public,41900.0,23000.0,55100.0,34700.0,70.58,85.22999999999998
Curry College,MA,Private NonProfit,44800.0,28400.0,51100.0,32500.0,47.48,70.5
University of Massachusetts-Lowell,MA,Public,45700.0,29000.0,57200.0,35000.0,55.97,84.78999999999998
University of Massachusetts-Amherst,MA,Public,44200.0,27100.0,57700.0,39700.0,76.14,91.27
Westfield State University,MA,Public,37500.0,18600.0,48900.0,28200.0,66.28,77.36
Wheelock College,MA,Private NonProfit,32600.0,15800.0,37400.0,19200.0,61.28,68.06
Simmons College,MA,Private NonProfit,49700.0,25500.0,58400.0,33000.0,73.95,83.23
Nichols College,MA,Private NonProfit,40300.0,22500.0,53500.0,36300.0,41.08,70.77
Albion College,MI,Private NonProfit,37600.0,21700.0,55700.0,42400.0,71.02000000000002,81.54
Madonna University,MI,Private NonProfit,40700.0,22800.0,44400.0,29700.0,58.06,83.72
Andrews University,MI,Private NonProfit,35200.0,21400.0,47800.0,31300.0,63.03,86.79
Aquinas College,MI,Private NonProfit,32000.0,17800.0,42400.0,28400.0,52.8,77.38000000000002
University of Michigan-Ann Arbor,MI,Public,55900.0,43900.0,79000.0,73900.0,91.17,96.86
University of Detroit Mercy,MI,Private NonProfit,47000.0,28500.0,53700.0,40800.0,67.75,82.89999999999998
Ferris State University,MI,Public,40300.0,25200.0,49600.0,32400.0,42.76,74.56
Lake Superior State University,MI,Public,33000.0,20100.0,42000.0,29200.0,40.52,71.56
Kettering University,MI,Private NonProfit,66100.0,26000.0,78500.0,35500.0,52.54,95.16
Grace Bible College,MI,Private NonProfit,27500.0,15600.0,30500.0,18800.0,35.85,65.88000000000001
Davenport University,MI,Private NonProfit,35100.0,26000.0,35400.0,26900.0,40.9,69.01
Michigan State University,MI,Public,45200.0,34500.0,63200.0,54200.0,78.25999999999998,91.47
University of Michigan-Flint,MI,Public,36800.0,25600.0,44500.0,30100.0,37.43,68.37
Northern Michigan University,MI,Public,32000.0,21100.0,39800.0,28200.0,46.26,75.1
Olivet College,MI,Private NonProfit,31000.0,19300.0,42200.0,31900.0,48.47,66.67
Bethel University,MN,Private NonProfit,46100.0,28600.0,52600.0,35700.0,75.66000000000003,87.79
Minnesota State University-Mankato,MN,Public,38800.0,22500.0,48400.0,28100.0,51.27,72.65
Western Michigan University,MI,Public,35300.0,22000.0,50500.0,34400.0,52.75,78.59
Delta State University,MS,Public,32400.0,25200.0,37600.0,24800.0,34.86,67.39
The College of Saint Scholastica,MN,Private NonProfit,48600.0,27500.0,56000.0,34300.0,65.91,80.64
Blue Mountain College,MS,Private NonProfit,29000.0,17000.0,29200.0,16400.0,51.19000000000001,80.36
Lincoln University,MO,Public,27000.0,17500.0,34600.0,30000.0,22.42,46.67
Central Christian College of the Bible,MO,Private NonProfit,25000.0,16600.0,30600.0,20300.0,60.0,54.76
Mississippi State University,MS,Public,37100.0,32500.0,47400.0,36400.0,59.86,80.24
Tougaloo College,MS,Private NonProfit,25300.0,19000.0,32400.0,22600.0,41.92,74.68
William Carey University,MS,Private NonProfit,34000.0,21100.0,40500.0,30400.0,46.39,82.87
Ozark Christian College,MO,Private NonProfit,27000.0,16300.0,33900.0,24600.0,40.13,77.7
Rabbinical College of America,NJ,Private NonProfit,29300.0,60500.0,37500.0,38100.0,27.500000000000004,47.62000000000001
New Jersey City University,NJ,Public,37200.0,25500.0,46000.0,30200.0,30.98,77.64
Rider University,NJ,Private NonProfit,42200.0,23500.0,54100.0,34000.0,65.64,77.82
Rutgers University-New Brunswick,NJ,Public,48200.0,35700.0,68100.0,55600.0,80.06,92.08
Rutgers University-Newark,NJ,Public,48200.0,35700.0,68100.0,55600.0,66.2,82.63000000000002
New Mexico State University-Main Campus,NM,Public,29700.0,23700.0,40300.0,31600.0,44.61,71.57
Columbia University in the City of New York,NY,Private NonProfit,77900.0,61800.0,115600.0,116300.0,94.11,96.98
CUNY Medgar Evers College,NY,Public,30000.0,21900.0,39400.0,26800.0,12.78,66.36
D'Youville College,NY,Private NonProfit,50600.0,30400.0,51700.0,35200.0,44.57,80.60000000000002
Manhattan College,NY,Private NonProfit,54000.0,30300.0,70800.0,47400.0,70.82000000000002,88.78
Hartwick College,NY,Private NonProfit,38300.0,29000.0,49500.0,33200.0,59.75,75.26
College of Mount Saint Vincent,NY,Private NonProfit,46200.0,29900.0,61000.0,45400.0,55.17,77.57
Mercy College,NY,Private NonProfit,37800.0,26800.0,44600.0,32000.0,39.23,71.81
New York University,NY,Private NonProfit,55900.0,45600.0,78600.0,82100.0,84.65,93.31
Davis College,NY,Private NonProfit,21600.0,16300.0,33400.0,21100.0,61.53999999999999,72.72999999999998
St Francis College,NY,Private NonProfit,37700.0,28000.0,50300.0,33300.0,52.42,78.05
St John's University-New York,NY,Private NonProfit,48100.0,38400.0,62400.0,42400.0,57.99999999999999,84.21
Rabbinical College Bobover Yeshiva Bnei Zion,NY,Private NonProfit,22900.0,24900.0,32700.0,44800.0,82.69,98.25
Rochester Institute of Technology,NY,Private NonProfit,50600.0,33500.0,67800.0,48300.0,65.53999999999999,87.22
Skidmore College,NY,Private NonProfit,41900.0,28800.0,57000.0,48500.0,89.05999999999997,90.94
University of Rochester,NY,Private NonProfit,49300.0,32700.0,74300.0,59200.0,85.44,96.21
SUNY at Albany,NY,Public,41000.0,24400.0,57600.0,38200.0,65.91,83.96000000000002
Binghamton University,NY,Public,47700.0,28800.0,68100.0,47800.0,83.00999999999998,91.65
SUNY College of Environmental Science and Forestry,NY,Public,36000.0,22700.0,49800.0,29400.0,74.61,88.05
Wells College,NY,Private NonProfit,29100.0,16900.0,39200.0,25900.0,53.05,78.57
SUNY Buffalo State,NY,Public,33700.0,19700.0,42200.0,27800.0,49.93,68.28
Union College,NY,Private NonProfit,51400.0,28600.0,80200.0,79700.0,87.0,91.55
Campbell University,NC,Private NonProfit,38700.0,26700.0,58000.0,42300.0,57.3,72.27
SUNY College at Potsdam,NY,Public,31100.0,18400.0,41300.0,26500.0,51.77,75.0
Vassar College,NY,Private NonProfit,39400.0,27400.0,61500.0,45500.0,91.13,95.8
Shaw University,NC,Private NonProfit,25100.0,16700.0,30500.0,19800.0,18.85,47.87000000000001
North Carolina Wesleyan College,NC,Private NonProfit,34800.0,23500.0,41900.0,25700.0,20.72,55.66
Meredith College,NC,Private NonProfit,34300.0,18200.0,43500.0,30000.0,60.92999999999999,77.85
Methodist University,NC,Private NonProfit,32800.0,19500.0,43700.0,31200.0,38.98,53.73
Adelphi University,NY,Private NonProfit,49400.0,30800.0,63000.0,38300.0,68.21000000000001,83.14
Albany College of Pharmacy and Health Sciences,NY,Private NonProfit,94500.0,45200.0,114200.0,61100.0,71.36,81.91000000000003
Boricua College,NY,Private NonProfit,26400.0,17800.0,35000.0,24400.0,61.47,49.58
Elmira College,NY,Private NonProfit,36800.0,20000.0,48500.0,31400.0,60.14000000000001,75.69
